name, gender
Cevat,E
Cevval,U
Cevza,K
Ceyda,K
Ceydahan,K
Ceyhan,U
Cezayir,E
Cihan,U
Cihanbanu,K
Cihandar,E
Cihandide,E
Cihanefruz,E
Cihaner,E
Cihanfer,K
Cihangir,E
Cihangül,K
Cihani,E
Cihanmert,E
Cihannur,U
Cihanşah,E
Cihat,E
Cilvenaz,K
Cilvesaz,K
Civan,E
Civanbaht,E
Civanmert,E
Civanşir,E
Coşan,E
Coşar,E
Coşkunay,E
Cuma,E
Cumali,E
Cura,E
Cündullah,E
Çadır,E
Çağ,E
Çağa,E
Çağaçan,E
Çağaçar,E
Çağakan,E
Çağan,E
Çağanak,E
Çağatay,E
Çağay,E
Çağbay,E
Çağdaş,U
Çağıl,U
Çağıltı,E
Çağın,U
Çağır,E
Çağkan,E
Çağla,U
Çağlak,U
Çağlam,E
Çağlan,E
Çağlar,U
Çağlasın,U
Çağlayan,U
Çağlayangil,E
Çağlayantürk,E
Çağlı,E
Çağman,E
Çağnur,K
Çağrı,U
Çağrıbey,E
Çağrınur,K
Çağveren,E
Çakan,E
Çakar,E
Çakıl,E
Çakım,E
Çakın,E
Çakır,U
Çakırbey,E
Çakırca,E
Çakırer,E
Çakmak,E
Çakman,E
Çakmur,E
Çalapkulu,E
Çalapöver,E
Çalapverdi,E
Çalgan,E
Çalıkbey,E
Çalıkuşu,K
Çalım,U
Çalın,E
Çalış,E
Çalışkan,U
Çalkan,E
Çalkara,E
Çalkın,E
Çaltı,E
Çam,E
Çamak,E
Çambel,E
Çamer,E
Çamok,E
Çandar,E
Çandarlı,E
Çanga,E
Çangal,E
Çankara,E
Çankaya,E
Çapan,E
Çapaner,E
Çapar,E
Çapın,E
Çapkan,E
Çarlan,E
Çarman,E
Çav,E
Çavaş,E
Çavdar,E
Çavdur,E
Çavlan,E
Çavlı,E
Çavuldur,E
Çavuş,E
Çaydam,E
Çaydamar,E
Çayhan,E
Çaykara,E
Çaylak,E
Çaylan,U
Çaynak,E
Çelikbaş,E
Çelikhan,E
Çelikkan,E
Çelikkanat,E
Çelikkaya,E
Çeliktan,E
Çeliktaş,E
Çelikyay,E
Çeşminaz,K
Çetinalp,E
Çetinay,E
Çetinkaya,E
Çetintaş,E
Çevikcan,E
Çıda,E
Çıdal,E
Çıdam,E
Çıdamlı,E
Çığa,E
Çığal,E
Çınak,E
Çınar,U
Çınay,E
Çıray,E
Çıtak,E
Çıtanak,E
Çilhan,K
Çilhanım,K
Çiltay,E
Çimnaz,K
Çintan,E
Çintay,E
Çiray,E
Çoban,E
Çobanyıldızı,K
Çoğa,E
Çoğahan,E
Çoğan,E
Çoğaş,E
Çoğay,E
Çokan,E
Çokar,E
Çokay,E
Çokman,E
Çolak,E
Çolpan,U
Çopar,E
Çopuralp,E
Çora,E
Çorak,E
Çoturay,E
Çuğa,E
Çulpan,E
Çuvaş,E
Dadak,E
Dadaş,E
Dağ,E
Dağa,E
Dağaşan,E
Dağdelen,E
Dağhan,E
Dağtekin,E
Dai,E
Daim,E
Daime,K
Dal,U
Dalan,E
Dalay,E
Dalayer,E
Dalbaş,E
Dalboğa,E
Dalda,E
Daldal,E
Daldiken,E
Dalgıç,E
Dalım,E
Dalkılıç,E
Dalkoç,E
Dalokay,E
Daltekin,E
Dalyan,E
Damar,E
Damla,K
Danış,U
Danışman,E
Daniş,E
Danişment,E
Danyal,E
Dara,E
Darcan,E
Darga,E
Daver,E
Davran,E
Davut,E
Daya,K
Dayahatun,K
Dayanç,E
Dayar,E
Daye,K
Dayı,E
Daylak,E
Deha,U
Dehan,K
Delikan,E
Delikanlı,E
Demirağ,E
Demiralp,E
Demiray,E
Demirbağ,E
Demirbaş,E
Demirboğa,E
Demircan,E
Demirçay,E
Demirhan,E
Demirkan,E
Demirkaya,E
Demirkıran,E
Demirman,E
Demirşah,E
Demirtaş,E
Demirtav,E
Demirtay,E
Demokan,E
Denizalp,E
Denizcan,E
Denizhan,U
Denizman,E
Denktaş,E
Derman,U
Dervişani,E
Dervişhan,E
Derya,U
Deryadil,E
Deryanur,K
Devran,U
Diba,K
Diclehan,K
Didar,K
Dikalp,E
Dikay,E
Dikbaş,E
Dikbay,E
Dikboğa,E
Dikçam,E
Dikdal,E
Diktaş,E
Dila,K
Dilâra,K
Dilay,K
Dilbaz,K
Dildade,K
Dildar,K
Dilercan,E
Dilferah,K
Dilfeza,K
Dilhan,K
Dilhayat,K
Dilmaç,E
Dilman,K
Dilrüba,K
Dilsafa,K
Dilsaz,K
Dilsitan,K
Dilşah,K
Dilşat,K
Dinçalp,E
Dinçay,U
Dinççağ,E
Dinçkal,E
Dinçkaya,E
Dinçsan,E
Dinçsav,E
Dinçsay,E
Dinçtaş,E
Dindar,E
Dirahşan,K
Dirayet,K
Diribaş,E
Dirican,E
Dirsehan,E
Dizdar,E
Doğa,U
Doğan,E
Doğanalp,E
Doğanay,U
Doğanbaş,E
Doğanbey,E
Doğanbike,K
Doğaner,E
Doğangün,E
Doğanhan,E
Doğannur,K
Doğanşah,E
Doğantan,E
Doğantimur,E
Doğay,K
Doğudan,E
Doğuhan,E
Doğukan,E
Dolan,E
Dolaner,E
Dolay,E
Dolunay,U
Domaniç,E
Donat,E
Dora,E
Dorak,E
Dorukhan,E
Dorukkan,E
Dölaslan,E
Dönmezcan,E
Duduhan,K
Duhan ,K
Duman,E
Dumanbey,E
Dura,E
Duracan,E
Durak,E
Dural,E
Duran,E
Duranay,E
Duraner,E
Duransoy,E
Durantekin,E
Duray,E
Durcan,K
Durhan,E
Durkadın,K
Durkaya,E
Durualp,E
Durubay,E
Durucan,E
Duruhan,E
Durukadın,K
Durukal,E
Durukan,E
Durusan,E
Duysal,K
Dündar,E
Dündaralp,E
Dürdane,K
Dürefşan,K
Dürrüşehvar,K
Düşvar,E
Ebrak,E
Ecebay,E
Ecehan,U
Ecekan,E
Eda,K
Edadil,K
Edagül,K
Edgüalp,E
Edgübay,E
Edgükan,E
Efdal,U
Efekan,E
Efgan,E
Efnan,E
Efrasiyap,E
Efza,K
Ejderhan,E
Elaldı,K
Elfaz,E
Elhan,E
Eliaçık,E
Elitaş,E
Elmas,K
Elvan,U
Elveda,K
Emanet,U
Emanullah,E
Embiya,E
Emetullah,K
Emirhan,E
Emirşah,E
Emrah,E
Emran,E
Emrullah,E
Emsal,U
Enbiya,E
Enfal,E
Enginalp,E
Enginay,U
Engintalay,E
Enhar,E
Ensar,E
Ensari,E
Eracar,E
Erakalın,E
Erakıncı,E
Eraksan,E
Eral,E
Eralkan,E
Eralp,E
Eraltay,E
Erandaç,E
Eranıl,E
Eraslan,E
Eratlı,E
Eray,U
Eraydın,E
Erbaş,E
Erbaşat,E
Erbatur,E
Erbay,U
Erboğa,E
Ercan,E
Ercihan,E
Ercivan,E
Erdağ,E
Erdal,E
Erdemalp,E
Erdemay,K
Erdenalp,E
Erdenay,U
Erdibay,E
Erdoğan,E
Erduran,E
Erenalp,E
Erenay,U
Erencan,E
Erenkara,E
Ergalip,E
Ergazi,E
Erginal,E
Erginalp,E
Erginay,E
Erginbay,E
Ergincan,E
Ergunalp,E
Erguvan,K
Ergünay,E
Erhan,E
Erimşah,E
Erkal,E
Erkan,E
Erkarslan,E
Erkaş,E
Erkaya,E
Erkınay,E
Erkıral,E
Erkman,E
Erkoçak,E
Erksal,E
Erksan,E
Erkutay,E
Erman,E
Erna,K
Ernoyan,E
Eroğan,E
Erokay,E
Eronat,E
Erozan,E
Ersagun,E
Ersal,E
Ersalmış,E
Ersan,E
Ersav,E
Ersavaş,E
Ersay,E
Ersayın,E
Ersunal,E
Erşahan,E
Erşan,E
Erşat,E
Ertaç,E
Ertan,E
Ertaş,E
Ertay,E
Ertaylan,E
Ertepınar,E
Ertugay,E
Ertuna,E
Ertunca,E
Ertuncay,E
Ertunga,E
Erturan,E
Erünal,E
Eryalçın,E
Eryaman,E
Eryavuz,E
Eryılmaz,E
Erzade,E
Erzan,U
Esat,E
Esedullah,E
Esenbay,E
Esenboğa,E
Esendağ,E
Esendal,U
Esenkal,E
Esertaş,E
Eskinalp,E
Esma,K
Esmahan,K
Esmeray,K
Esna,K
Esra,K
Eşay,K
Eşfak,E
Eşraf,E
Evcan,U
Evhat,E
Evliya,E
Evran,E
Evrenata,E
Eyyam,E
Ezelhan,E
Fadıl,E
Fadıla,K
Fadik,K
Fadile,K
Fadim,K
Fadime,K
Fahim,E
Fahime,K
Fahir,E
Fahire,K
Fahrettin,E
Fahri,E
Fahriye,K
Fahrünnisa,K
Faik,E
Faika,K
Faiz,E
Faize,K
Fakih,E
Fakihe,K
Fakir,E
Fakirullah,E
Falih,E
Fani,E
Fariha,K
Farik,E
Faris,E
Farise,K
Faruk,E
Fasih,E
Fasihe,K
Fatih,E
Fatin,E
Fatine,K
Fatma,K
Fatmagül,K
Fatmanur,K
Fato,K
Fatoş,K
Faysal,E
Fazıl,E
Fazıla,K
Fazilet,K
Fazlı,E
Fazlullah,E
Feda,U
Fedai,E
Fedakâr,U
Fehamet,U
Fehamettin,E
Fehimdar,E
Fekahet,K
Feragat,E
Ferah,U
Ferahet,K
Ferahfeza,K
Ferahi,E
Ferahnisa,K
Ferahnur,K
Ferahnüma,K
Ferahru,K
Feramuş,E
Feramuz,E
Feraset,K
Feray,U
Feraye,K
Fercan,E
Ferda,U
Ferdal,E
Ferdane,K
Ferdaniye,K
Ferdar,E
Ferhan,U
Ferhat,E
Ferhattin,E
Ferican,K
Feriha,K
Feritkan,E
Ferkan,E
Ferman,E
Fermani,E
Fersan,E
Feruzat,E
Ferzan,E
Ferzane,K
Fetanet,K
Fethullah,E
Fettah,E
Fevzullah,E
Feyha,U
Feyman,U
Feyyaz,E
Feyza,K
Feyzan,U
Feyzullah,E
Feza,U
Fezahan,E
Fezai,E
Fezanur,K
Fırat,E
Fıtnat,K
Fidan,K
Fidangül,K
Figan,K
Filbahar,K
Firaz,K
Firkat,K
Firuzan,K
Fitnat,K
Fuat,E
Fulya,K
Funda,K
Furkan,E
Füruzan,K
Gaffar,E
Gafir,E
Gafur,E
Galibe,K
Galip,E
Gamze,K
Gani,E
Ganime,K
Ganimet,K
Ganiye,K
Garibe,K
Garip,E
Gavsi,E
Gaye,K
Gayret,E
Gayur,E
Gazal,U
Gazale,K
Gazanfer,E
Gazel,U
Gazi,E
Gedikbaş,E
Gedikbay,E
Gediktaş,E
Gelenay,K
Gencal,E
Gencalp,E
Gencaslan,E
Gencay,U
Gençağa,E
Gençalp,E
Gençaslan,E
Gençay,U
Gençkal,E
Gençsav,E
Gençtan,E
Geray,E
German,E
Gezenay,E
Gıyas,E
Gıyasettin,E
Gıyasi,E
Giray,E
Girayalp,E
Girayer,E
Girayhan,E
Girginalp,E
Girizan,K
Gizay,E
Gonca,K
Goncafem,K
Goncafer,K
Goncagül,K
Goncater,K
Gökalp,E
Gökay,U
Gökbaran,E
Gökbay,E
Gökbayrak,E
Gökbora,E
Gökbudak,E
Gökcan,E
Gökçebala,E
Gökçebalan,E
Gökdal,E
Gökdoğan,E
Gökduman,K
Gökhan,E
Gökmenalp,E
Göksal,U
Göksaltuk,E
Göksan,E
Göksav,E
Göksay,E
Gökşan,K
Göktalay,E
Göktan,E
Göktaş,E
Göktay,E
Göktulga,E
Göktuna,E
Gökyay,E
Gönülay,K
Göral,E
Görgünay,E
Görgüncan,E
Gözal,K
Gözalan,K
Gözay,E
Gözaydın,E
Gücal,E
Gücalp,E
Güçal,E
Güçalp,E
Güçhan,E
Güçkan,E
Güçkanat,E
Güçlübay,E
Güçlühan,E
Güçlükhan,E
Güçsal,E
Güçsalan,E
Güçsan,E
Gülaç,K
Gülaçtı,K
Gülal,K
Gülara,K
Gülaslı,K
Gülasya,K
Gülay,K
Gülaydın,K
Gülayım,K
Gülayşe,K
Gülbadem,K
Gülbağ,K
Gülbahar,K
Gülbanu,K
Gülbay,E
Gülbeyaz,K
Gülcan,K
Gülcanan,K
Gülcemal,K
Gülcihan,K
Güldal,K
Güldalı,K
Güldan,K
Güldane,K
Güldehan,K
Güldoğan,U
Güldünya,K
Güleda,K
Gülefşan,K
Gülenay,K
Gülendam,K
Güleray,K
Gülercan,K
Gülerman,E
Gülertan,E
Gülfam,K
Gülfeda,K
Gülferah,K
Gülfeşan,K
Gülfeza,K
Gülfidan,K
Gülgonca,K
Gülhan,U
Gülhanım,K
Gülhatır,K
Gülhatun,K
Gülhayat,K
Gülinaz,K
Gülistan,K
Gülizar,K
Gülkadın,K
Gülkan,E
Güllühan,K
Güllüşah,K
Güllüşan,K
Gülmisal,K
Gülnar,K
Gülnare,K
Gülnazik,K
Gülnihal,K
Gülsalın,K
Gülsan,K
Gülsanem,K
Gülsay,K
Gülsefa,K
Gülsema,K
Gülsima,K
Gülsuna,K
Gülsunam,K
Gülsunan,K
Gülsunar,K
Gülşad,K
Gülşadiye,K
Gülşah,K
Gülşahin,E
Gülşan,K
Gültaç,K
Gültan,U
Gültane,K
Gültaş,E
Gültaze,K
Gülümay,K
Gülzar,K
Gülziba,K
Güman,E
Gümüşhatun,K
Gümüştan,E
Gümüştay,E
Günaç,U
Günak,E
Günal,U
Günalan,E
Günalp,E
Günaltan,E
Günaltay,E
Günan,U
Günana,K
Günay,U
Günaydın,U
Günbatu,K
Günbay,E
Günçağ,E
Gündal,U
Gündaş,E
Gündoğan,E
Gündoğar,E
Gündüzalp,E
Gündüzhan,E
Günebakan,K
Güneral,E
Güneralp,E
Güneray,E
Günerkan,E
Günerman,E
Güneşhan,E
Güneşhanım,K
Günhan,U
Günkan,E
Günkaya,E
Günkutan,E
Günnar,K
Günnaz,K
Günsar,E
Günsav,E
Günşah,K
Günşıray,U
Güntan,U
Günvar,E
Günyaruk,E
Gürak,E
Gürakan,E
Gürakın,E
Güral,E
Güran,E
Gürarda,E
Gürata,E
Güray,U
Gürbaş,E
Gürbaşkan,E
Gürbay,E
Gürboğa,E
Gürcan,E
Gürdal,E
Gürhan,E
Gürkan,E
Güvenay,K
Güzay,K
Güzelay,K
Güzelcan,K
Güzinay,K
Hacer,K
Hacergül,K
Hacıgül,K
Hacıhanım,K
Hacıkadın,K
Hadiye,K
Hadra,K
Hafıza,K
Hafide,K
Hafize,K
Hakan,E
Hakikat,U
Hakkı,E
Haktan,U
Hakverdi,E
Halâs,E
Halâskâr,E
Halâvet,K
Haldun,E
Hale,K
Halef,E
Halenur,K
Halide,K
Halife,E
Halil,E
Halile,K
Halilullah,E
Halim,E
Halime,K
Halis,E
Halise,K
Halit,E
Halittin,E
Halûk,E
Hamaset,E
Hamdi,E
Hamdiye,K
Hamdullah,E
Hami,E
Hamide,K
Hamil,E
Hamis,E
Hamise,K
Hamit,E
Hamiye,K
Hamiyet,K
Hamra,K
Hamza,E
Han,E
Hanalp,E
Hanbegüm,K
Hanbeğendi,K
Hanbek,E
Hanbey,E
Hanbike,K
Hanbiken,K
Handan,K
Hande,K
Hanedan,E
Hanefi,E
Hanım,K
Hanımkız,K
Hanif,E
Hanife,K
Hankan,E
Hankız,K
Hansoy,E
Hansultan,K
Hanüman,K
Hanzade,U
Harbiye,K
Hare,K
Harika,K
Harun,E
Hasan,E
Hasanalp,E
Hasane,E
Hasay,K
Hasbek,E
Hasbi,E
Hasefe,E
Hasene,K
Hasgül,K
Hasibe,K
Hasip,E
Haskız,K
Haslet,E
Hasna,K
Haspolat,E
Hasret,U
Haşim,E
Haşmet,E
Haşmettin,E
Hatem,E
Hatemî,E
Hatıra,K
Hatice,K
Haticenur,K
Hatif,E
Hatife,K
Hatim,E
Hatime,K
Hatip,E
Hattat,E
Hatun,K
Hatunana,K
Hava,K
Haver,K
Havi,E
Havva,K
Hayal,K
Hayalî,E
Hayat,K
Hayati,E
Haydar,E
Hayır,E
Hayırgül,K
Hayran,U
Hayrani,E
Hayret,U
Hayrettin,E
Hayri,E
Hayriye,K
Hayrullah,E
Hayrünnisa,K
Hazal,K
Hazan,K
Hazar,E
Hazel,K
Hazık,E
Hazım,E
Hazime,K
Hazin,K
Hazine,K
Hazret,E
Hemta,K
Heyecan,U
Hezarfen,E
Hıfzırrahman,E
Hıfzullah,E
Hıncal,E
Hıraman,K
Hızlan,E
Hicap,E
Hicran,K
Hiçyılmaz,E
Hidayet,U
Hidayettin,E
Hikmetullah,E
Hilkat,U
Hisar,E
Hitam,E
Hoşeda,K
Hoşfidan,K
Hoşkadem,K
Huban,K
Hudavendigâr,E
Hudavent,E
Hudaverdi,E
Hudayi,E
Hulagu,E
Hulya,K
Hunalp,E
Hurican,K
Hüdavendigâr,E
Hüdavent,E
Hüdaver,U
Hüdaverdi,E
Hüdayi,E
Hükminaz,K
Hükümdar,E
Hülya,K
Hüma,K
Hümayun,E
Hümeyra,K
Hüray,U
Hürcan,U
Hürdoğan,E
Hürkal,E
Hürkan,U
Hürnaz,K
Hüryaşar,E
Hüsam,E
Hüsamettin,E
Hüsna,K
Hüveyda,K
Hüzzam,K
Ilgar,E
Ilgarlı,E
Ilgaz,U
Ilgazcan,E
Ilgazer,E
Ilıcak,E
Ilıcan,U
Ira,E
Iraz,K
Irmak,U
Işıkal,E
Işıkalp,E
Işıkay,E
Işıkhan,E
Işıkkan,E
Işıktaş,E
Işılak,E
Işılar,U
Işılay,K
Işıldar,K
Işıltan,U
Işıman,E
Işınay,K
Işınbay,E
Işınhan,E
Işınkan,E
Işınsal,K
Işıtan,U
İba,K
İbad,E
İbadet,E
İbadullah,E
İbat,E
İbrahim,E
İçaçan,E
İfakat,K
İhsan,U
İhvan,E
İhya,U
İkbal,U
İkram,U
İkrami,E
İlal,E
İlalan,E
İlaldı,E
İlalmış,E
İlarslan,E
İlay,K
İlayda,K
İlaydın,E
İlbars,E
İlbasan,E
İlbasmış,E
İlbastı,E
İlbaş,E
İlbay,E
İlboğa,E
İlbozan,E
İlcan,E
İlgar,E
İlgazi,E
İlginay,K
İlham,E
İlhami,E
İlhan,E
İlimdar,E
İlkan,E
İlkay,U
İlkbahar,K
İlkbal,K
İlkcan,K
İlkehan,E
İlknaz,K
İlkutay,E
İlkünsal,E
İlkyaz,K
İlpars,E
İlsavaş,E
İlsavun,E
İltan,E
İltaş,E
İltay,E
İlvan,E
İlyas,E
İmadettin,E
İmam,E
İmamettin,E
İman,E
İmat,E
İmbat,K
İmdat,E
İnak,E
İnal,U
İnalbey,E
İnalcık,E
İnalkut,E
İnaltekin,E
İnan,U
İnanç,U
İnançlı,E
İnanır,E
İnanöz,E
İnayet,U
İncebay,E
İnsaf,K
İpar,K
İrfan,U
İrfani,E
İrfaniye,K
İrfat,E
İrşat,E
İsa,E
İsfendiyar,E
İshak,E
İsmail,E
İsmican,K
İsmihan,K
İsminaz,K
İsrafil,E
İstemihan,E
İstikbal,U
İsvan,E
İşcan,E
İşman,E
İtibar,K
İyidoğan,E
İyisan,E
İzboğa,E
İzbudak,E
Jale,K
Kaan,E
Kadagan,E
Kadam,U
Kadem,U
Kader,U
Kadın,K
Kadınana,K
Kadıncık,K
Kadife,K
Kadim,E
Kadime,K
Kadir,E
Kadire,K
Kadrettin,E
Kadri,E
Kadrihan,E
Kadriye,K
Kafar,E
Kağan,E
Kahir,E
Kahraman,E
Kaim,E
Kakınç,E
Kala,E
Kalagay,E
Kalender,E
Kalgay,E
Kalkan,E
Kalmık,E
Kalmuk,E
Kam,E
Kamacı,E
Kaman,E
Kamanbay,E
Kamar,E
Kambay,E
Kamber,E
Kamer,K
Kamet,E
Kâmran,U
Kamu,E
Kâmuran,U
Kanağan,E
Kanak,E
Kanat,E
Kanbay,E
Kanber,E
Kandemir,E
Kaner,E
Kanık,E
Kanıkor,E
Kanıt,E
Kani,E
Kaniye,K
Kanpolat,E
Kanpulat,E
Kansu,E
Kansun,E
Kanturalı,E
Kantürk,E
Kanun,E
Kanver,E
Kapagan,E
Kapar,E
Kapçak,E
Kapkın,E
Kaplan,E
Kaptan,E
Kara,E
Karaalp,E
Karaca,U
Karacakurt,E
Karacan,E
Karacı,E
Karaçar,E
Karaçay,E
Karaçelik,E
Karadağ,E
Karademir,E
Karadeniz,E
Karadoğan,E
Karaduman,E
Karadut,K
Karaer,E
Karagöz,U
Karahan,E
Karakalpak,E
Karakan,E
Karakaş,E
Karakaya,E
Karakız,K
Karakoca,E
Karakoç,E
Karakoyun,E
Karakucak,E
Karakurt,E
Karakuş,E
Karaman,E
Karamık,E
Karamuk,E
Karamut,E
Karamürsel,E
Karan,E
Karanalp,E
Karanbay,E
Karanfil,K
Karaoğlan,E
Karaörs,E
Karapars,E
Karasal,E
Karasu,E
Karasungur,E
Karasüyek,E
Karaşın,E
Karatan,E
Karataş,E
Karatay,E
Karatekin,E
Karatün,E
Karayağız,E
Karayel,E
Karcan,E
Kardan,K
Kardelen,K
Kardeş,E
Kargı,E
Kargın,E
Kargınalp,E
Karhan,E
Karık,E
Karındaş,E
Karlık,E
Karlu,E
Karluk,E
Karlukhan,E
Karsel,K
Kartal,E
Kartay,E
Kartekin,E
Karyağdı,K
Kasal,E
Kasar,E
Kasım,E
Kasırga,E
Kaşka,E
Katı,E
Katıhan,E
Katun,K
Kavas,E
Kavçın,E
Kavruk,E
Kavurt,E
Kavurtbey,E
Kavurthan,E
Kavvas,E
Kay,E
Kaya,E
Kayaalp,E
Kayacan,E
Kayaer,E
Kayagün,E
Kayagündüz,E
Kayahan,E
Kayan,U
Kayansel,U
Kayar,E
Kayaş,E
Kayatekin,E
Kayatimur,E
Kayatürk,E
Kaygısız,E
Kaygusuz,E
Kayhan,E
Kayı,E
Kayıbay,E
Kayıhan,E
Kayın,E
Kayıt,E
Kayıtmış,E
Kaymak,K
Kaymas,E
Kaymaz,E
Kaynak,E
Kaynar,E
Kaynarkan,E
Kayra,U
Kayraalp,E
Kayrahan,E
Kayral,E
Kayran,E
Kayser,E
Kayyum,E
Kazak,E
Kazakhan,E
Kazan,E
Kazanhan,E
Kazgan,E
Keleşbay,E
Keleşhan,E
Kemal,E
Kemalettin,E
Kemandar,E
Kenan,E
Keramet,U
Keramettin,E
Kerami,E
Keremşah,E
Keriman,K
Kerimhan,E
Kerman,E
Kervan,E
Keskinay,E
Keyhan,E
Kezban,K
Keziban,K
Kılavuz,E
Kılıçal,E
Kılıçalp,E
Kılıçaslan,E
Kılıçbay,E
Kılıçhan,E
Kınalp,E
Kınay,E
Kınayman,E
Kınaytürk,E
Kınıkaslan,E
Kıpçak,E
Kıraç,E
Kıralp,E
Kıran,E
Kıranalp,E
Kıraner,E
Kırat,E
Kıratlı,E
Kıray,E
Kırbay,E
Kırboğa,E
Kırca,E
Kırdar,E
Kırdarlı,E
Kırhan,E
Kırman,E
Kırtay,E
Kıvanç,U
Kıvançer,E
Kıvançlı,E
Kıyam,E
Kıyan,E
Kıyas,E
Kızan,E
Kızhanım,K
Kızılaslan,E
Kızılateş,E
Kızılbars,E
Kızılboğa,E
Kızılelma,E
Kızılpars,E
Kızılyalım,E
Kızımay,K
Kızkına,K
Kibar,U
Kibare,K
Kibariye,K
Kiçialp,E
Kiçihan,E
Kifaye,K
Kifayet,K
Kimya,K
Kinaş,E
Kinyas,E
Kipcan,E
Kiram,E
Kiramettin,E
Kirami,E
Kiraz,K
Kirman,E
Kirmanşah,E
Kişihan,E
Koca,E
Kocaalp,E
Kocademir,E
Kocagöz,E
Kocaman,E
Kocataş,E
Kocatay,E
Kocatürk,E
Kocaün,E
Koçak,E
Koçakalp,E
Koçakaslan,E
Koçaker,E
Koçaş,E
Koçay,E
Koçboğa,E
Koçhan,E
Koçkan,E
Koçkar,E
Kolat,E
Kolçak,E
Koldan,E
Koldaş,E
Koman,E
Komutan,E
Konak,E
Konan,E
Konca,K
Koncagül,K
Kongar,E
Kongarata,E
Konguralp,E
Kongurtay,E
Konrat,E
Konuralp,E
Konurata,E
Konuray,E
Kopan,E
Koparal,E
Kora,E
Koral,E
Koralp,E
Koraltan,E
Koramaz,E
Koraslan,E
Koray,E
Korcan,E
Korçak,E
Korçan,E
Korday,E
Korgan,E
Korhan,E
Korkan,E
Korkmaz,E
Korkutalp,E
Korkutata,E
Korman,E
Kortak,E
Kortan,E
Kortaş,E
Kortay,E
Korugan,E
Koryak,E
Koryay,E
Koşal,E
Koşukhan,E
Kotuzhan,E
Koyak,E
Koyaş,U
Koytak,E
Koytan,E
Kozak,E
Köksal,U
Köksan,E
Köktan,E
Köktaş,E
Köktay,E
Közcan,E
Kubat,E
Kubilay,E
Kuday,E
Kudayberdi,E
Kudretullah,E
Kulan,K
Kumral,K
Kutal,K
Kutan,K
Kutay,U
Kutlay,K
Kutluay,K
Kutsal,K
Kutsalan,K
Kutsalar,K
Kutsan,K
Kuyaş,E
Kuzay,K
Kübra,K
Kürşad,E
Kürşat,E
Lala,E
Lâlehan,K
Lâlezar,K
Lâmia,K
Lâmiha,K
Lema,K
Leman,K
Lerzan,K
Letafet,K
Leyan,K
Liyakat,K
Liyan,K
Maarif,E
Macide,K
Macit,E
Madelet,K
Mağfiret,K
Mağrip,E
Mağrur,E
Mahbube,K
Mahbup,E
Mahçiçek,K
Mahfer,K
Mahfi,E
Mahfuz,E
Mahınev,K
Mahi,E
Mahinur,K
Mahir,E
Mahire,K
Mahizar,K
Mahizer,K
Mahmude,K
Mahmur,E
Mahmure,K
Mahmut,E
Mahnur,K
Mahpare,K
Mahperi,K
Mahpeyker,K
Mahra,E
Mahru,K
Mahrur,K
Mahser,E
Mahsun,E
Mahsure,K
Mahsut,E
Mahten,K
Mahter,K
Mahya,E
Maide,K
Mail,E
Makal,E
Makbul,E
Makbule,K
Maklûbe,K
Maksude,K
Maksum,E
Maksume,K
Maksur,E
Maksure,K
Maksut,E
Makul,E
Malik,E
Malike,K
Malkoç,E
Malkoçoğlu,E
Mançer,E
Manço,E
Mançu,E
Mançuhan,E
Manga,E
Mangalay,E
Manolya,K
Mansur,E
Mansure,K
Manzur,E
Maral,U
Marifet,K
Martı,K
Maruf,E
Marufe,K
Marziye,K
Masum,E
Masume,K
Maşallah,E
Maşuk,E
Maşuka,K
Matlup,E
Matuk,E
Mavi,K
Mavisel,K
Maviş,K
Maya,K
Mazhar,E
Mazlum,E
Mazlume,K
Medar,K
Medayin,E
Mediha,K
Mefhar,E
Mefharet,K
Mehlika,K
Mehpare,K
Mehtap,K
Melâhat,K
Melda,K
Meleknaz,K
Melekşah,K
Meliha,K
Melikhan,E
Melikşah,E
Melisa,K
Melissa,K
Memduha,K
Menaf,E
Mengüalp,E
Mengübay,E
Mengütaş,E
Mengütay,E
Mennan,E
Meral,U
Meram,K
Mercan,K
Merdan,E
Mertkal,E
Mertkan,E
Merzuka,K
Mesadet,K
Mestan,E
Mestinaz,K
Meşahir,E
Meşale,K
Metehan,E
Metinkaya,E
Meva,K
Mevlâna,E
Meyransa,K
Meyyal,K
Mısra,K
Midhat,E
Mihman,K
Mihriban,K
Mihrican,U
Mihrimah,K
Mihrinaz,K
Mihrinisa,K
Mihrişah,K
Mimoza,K
Mina,K
Miraç,E
Miran,E
Miranmir,E
Mirat,E
Miray,K
Mircan,U
Mirhan,U
Mirza,E
Mirzat,E
Misal,K
Mithat,E
Miyase,K
Mocan,E
Moran,E
Moray,U
Muadelet,K
Muaffak,E
Muallâ,K
Muallim,E
Muammer,U
Muarra,K
Muattar,K
Muazzam,E
Muazzez,K
Mubahat,K
Muğdat,E
Muhacir,E
Muhaddere,K
Muhammed,E
Muhammet,E
Muhar,E
Muharrem,E
Muhtar,E
Mukaddem,E
Mukadder,U
Mukaddes,K
Munar,E
Mungan,E
Murat,E
Murathan,E
Murtaza,E
Musa,E
Musaddık,E
Musafat,E
Musaffa,K
Mustafa,E
Mutahhar,U
Mutarra,K
Mutasım,E
Mutena,K
Mutia,K
Mutlualp,E
Mutluay,U
Mutlubay,E
Mutluhan,E
Mutlukan,E
